ds,yhat,yhat_lower,yhat_upper
2014-01-31,7931.36131973325,2377.3587564699797,13470.749676970921
2014-02-28,2841.2365987573025,0.0,8439.406303871638
2014-03-31,8152.102461810005,2462.835352880907,13639.194423461278
2014-04-30,6306.4159294917245,378.56763305661275,12280.684158014214
2014-05-31,7082.708112182862,1595.3639433188077,12622.1381293929
2014-06-30,6421.162902673001,1067.7698275130476,11418.018048112015
2014-07-31,6620.309217152562,1108.6288514171597,11936.515392457128
2014-08-31,6021.998584802581,689.129509893285,11957.947999414451
2014-09-30,15802.920525562851,9924.20656776591,21035.704885103878
2014-10-31,9553.227565617202,3747.387845894798,14624.811672187132
2014-11-30,15227.507829972577,9179.834980068206,20820.795817305723
2014-12-31,15105.544942927396,9251.681834538595,20597.28659661274
2015-01-31,7065.653950857236,1339.4518076601803,12410.769368947735
2015-02-28,5133.06364717697,0.0,11024.11801754892
2015-03-31,8187.106325026892,2714.629479713434,13731.686570746493
2015-04-30,8900.890091564483,3156.815521544712,14626.64142322969
2015-05-31,7016.565849889247,1723.4206388745047,12345.887906438482
2015-06-30,6535.683367845958,843.040472313561,11597.463045469829
2015-07-31,7469.8684909922595,1838.8417694718166,13004.32793196484
2015-08-31,8001.197749051892,2563.5130962982257,13336.890200464168
2015-09-30,18591.42179258811,13057.738752938481,24073.99276076298
2015-10-31,7606.503220457397,2358.9679382628105,13056.053607488304
2015-11-30,20274.05853905271,14590.56675412006,25495.82480238821
2015-12-31,16772.716639548278,11536.847443950735,22251.196017372862
2016-01-31,5704.7472122107865,111.17953391786483,11444.894420045423
2016-02-29,0.0,0.0,5077.114759217297
2016-03-31,12972.34399347155,7014.913150311411,18893.37137019133
2016-04-30,4197.253485711369,0.0,9567.038478941698
2016-05-31,11279.17051599978,5661.607488149514,16868.389897494286
2016-06-30,9938.359830184792,4375.145889373536,15356.87195271008
2016-07-31,8622.316850077455,2764.6459708449943,14127.078195467735
2016-08-31,5043.721750402327,0.0,10818.534655716036
2016-09-30,18252.30209281099,13289.285052920104,23919.84966570108
2016-10-31,19257.006255525845,13826.103656494197,24648.331515314705
2016-11-30,12393.782840983482,6546.389527972064,18267.058555033847
2016-12-31,19372.16924995199,14456.985805926186,24741.609647264828
2017-01-31,13921.249723030809,7798.68219593089,19557.663536799086
2017-02-28,1725.5622051590963,0.0,7368.752067104243
2017-03-31,13011.914367258709,7319.56924406383,18452.434349366238
2017-04-30,6811.427490062907,895.117690242257,12215.399032393783
2017-05-31,11283.330897093885,6362.774573532458,17021.43499896655
2017-06-30,10023.231202364506,4619.571159522759,15630.970497909178
2017-07-31,9403.532343961318,3997.0558853026496,15490.42351939567
2017-08-31,6999.639001047089,1186.952613907201,12994.15750823944
2017-09-30,21149.154841378746,15467.77186523029,26241.772132187547
2017-10-31,17265.645526615754,11883.227629473233,22577.420811729575
2017-11-30,17387.6407103195,11297.858770133325,22623.30812823548
2017-12-31,21162.19854023827,15724.392514904379,26476.18518842932
2018-01-31,12531.10836549108,6759.894418159811,17730.844426968884
2018-02-28,4470.88242899549,0.0,9992.041887679516
2018-03-31,12771.676328246647,7747.205769814971,18682.48411043928
2018-04-30,9838.984691790527,3860.5762372620725,15421.343992498945
2018-05-31,11003.519583262407,5458.184407819273,16883.9292960612
2018-06-30,9935.808211233822,4372.124810841327,16049.499614858521
